Company Name,Sector,Funding Stage,Amount,Headquarters,Description,Funding Year,Year Founded,Founders,Investors
Valuationary,E-learning,Pre-seed,100000,Surat,EdTech platform upskilling candidates to bag deserving finance job roles.,2021,2020.0,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana"
Knocksense,Online Media,,150000,Lucknow,Knocksense is a local news and recommendations platform.,2021,2016.0,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels"
Petpooja,Information Technology & Services,,4500000,Ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2021,2011.0,"Apurv Patel, Parthiv Patel","Aroa Ventures, GVFL, Udaan"
Wingreens Farms,Food & Beverages,,17000000,Gurugram,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2021,2011.0,"Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network"
Doola,Company-as-a-Service,,3000000,New York,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,2021,2020.0,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners
EyeMyEye,Eyewear,Pre-series A,2000000,Gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021,2021.0,Ganesh Iyer,2000000
Bombay Hemp Company,Textiles,,2000000,Mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2021,2013.0,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
DGV,Information Technology & Services,Pre-series A,3000000,Bangalore,NeoBanking for Bharat,2021,2019.0,Ragavan Venkatesan,"Info Edge Ventures, Omnivore"
GuardianLink,Information Technology & Services,Series A,12000000,Chennai,Building tech infrastructure to help NFT commerce go mainstream,2021,2017.0,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital
Clinikk,Hospital & Health Care,Pre-series A,4000000,Bangalore,Transforming health insurance by building India's first managed care model,2021,2016.0,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures
Toplyne,Computer Software,,2500000,Bangalore,Toplyne helps sales teams at product-led companies convert their freemium users!,2021,2021.0,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund"
Mensa,D2C,Series B,135000000,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,2021.0,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital"
GENLEAP,Professional Training & Coaching,Seed,8000000,Haryana,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021,2021.0,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh"
Planys,Maritime,Pre-series A,1600000,Chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2021,2015.0,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell"
Wonderchef,Consumer Goods,,20000000,Mumbai,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2021,2009.0,Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
GoKwik,Information Technology & Services,Series A,15000000,New Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021,2020.0,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India
Velocity,Financial Services,Series A,20000000,Bangalore,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2021,2020.0,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures
SalaryBox,Financial Services,Seed,4000000,Gurugram,SalaryBox is solution that makes employee management effortless.,2021,2020.0,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
Boingg,Furniture,Seed,200000,Gurugram,D2C furniture brand,2021,2019.0,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures
Better Capital,Venture Capital & Private Equity,,15000000,Santra,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2021,2006.0,Vaibhav Domkundwar,
Tickertape,Financial Services,,5000000,Bangalore,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2021,2019.0,Ujjwal Ankur,Smallcase
Zenpay Solutions,Financial Services,,0,New Delhi,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2021,2019.0,Ankit Bhargava,"The StarupLab, AngelBay"
Disprz,E-learning,Series B,13000000,Mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,2021,2015.0,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital"
Arbo Works,Computer Software,,0,"Mountain View, CA",Finance technology,2021,2021.0,Caesar Sengupta,Sequoia Capital
Inzpira,E-learning,Seed,300000,Trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021,2021.0,"Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate"
Defy,Financial Services,,5500000,Bangalore,Building India's first social crypto exchange,2021,2021.0,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
Mindhouse,"Health, Wellness & Fitness",Seed,6000000,Gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021,2019.0,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst"
Homversity,Housing Marketplace,,155000,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,2017.0,Saurav Kumar Sinha,
Toppersnotes,Education Management,Seed,1000000,Jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021,2015.0,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures
NoBroker.com,Real Estate,Series E,2100000,Bangalore,NoBroker is a disruptive force in the Real Estate Industry.,2021,2014.0,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures"
Haber,Industrial Automation,Series B,20000000,Pune,"Real-time, automated insights to increase plant efficiency",2021,2017.0,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital
True Balance,Financial Services,,30000000,Gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021,2014.0,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
Recordent,Financial Services,,400000,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021,2018.0,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
Koparo,Consumer Goods,Seed,700000,New Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021,2020.0,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
Indifi,Financial Services,,40000000,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021,2015.0,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
Settl,Real Estate,Seed,500000,Bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,2020.0,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle"
Park+,Tech startup,Series B,25000000,New Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,2019.0,Amit Lakhotia,"Sequoia Capital, Matrix Partners"
Simple Energy,Automotive,Pre-series,21000000,Bangalore,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021,2019.0,Suhas Rajkumar,
Dream Sports,Sports,,840000000,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021,2008.0,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
Spinny,Automotive,Series E,248000000,Gurugram,Spinny is a new age used car end-to-end platform in India.,2021,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global"
Rentomojo,Furniture Rental,,10000000,Bangalore,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021,2014.0,Geetansh Bamania,"Accel, Bain Capital"
Slice,Financial Services,Series B,220000000,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021,2015.0,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners"
21K School,E-learning,Pre-series A,5000000,Bangalore,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021,2020.0,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala
Adda247,E-learning,Series B,20000000,Gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021,2016.0,"Anil Nagar, Saurabh Bansal",WestBridge Capital
Loop Health,Hospital & Health Care,,12000000,Pune,India's first health insurance with unlimited primary care for employees.,2021,2018.0,"Amrit Singh, Mayank Kale","Elevation, General Catalyst"
Rupifi,Financial Services,Debt,1000000,Bangalore,Embedded Lending for Small Businesses,2021,2020.0,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital
RENEE Cosmetics,Cosmetics,Pre-series A,1500000,Ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021,2019.0,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns"
Svish,Consumer Goods,Seed,400000,Gurugram,D2C personal hygiene startup,2021,2020.0,"Ishan, Jaideep Mahajan",Nueva
Progcap,FinTech,Series C,30000000,New Delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,2016.0,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global
Smartstaff,Recruitment,,4300000,Bangalore,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021,2020.0,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners"
D’Moksha Homes,Textiles,Seed,570000,Mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021,2020.0,"Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat"
ANS Commerce,E-commerce,Pre-series A,2200000,Gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021,2017.0,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts"
Mobileware Technologies,Information Technology & Services,,4700000,Mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021,2008.0,"Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services
GramCover,Insurance,Series A,7000000,Noida,GramCover is a tech-enabled insurance marketplace for rural India.,2021,2016.0,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures"
BYJU'S,EdTech,,300000000,Bangalore,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss"
Hyperface,Information Technology & Services,,1300000,Bangalore,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021,2021.0,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital"
Licious,Food & Beverages,Series G,52000000,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,2015.0,"Vivek Gupta, Abhay",
Chalo,Mobility,Series C,40000000,Mumbai,India’s #1 bus transport technology company.,2021,2014.0,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital"
Kaar Technologies,Information Technology & Services,,4000000,Chennai,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021,2005.0,Maran Nagarajan,BlackSoil
Kissan Pro,Farming,,0,Jharkhand,"Full stack solution on agri advisory, input purchase and market linkage",2021,2021.0,Ravi Dasoundhi,EKKI
Sunstone Eduversity,EdTech,Series B,28000000,Gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021,2011.0,"Ashish Munjal, Piyush Nangru",WestBridge Capital
Ozonetel,Telecommunications,Series A,5000000,Hyderabad,Ozonetel is leading Cloud Telephony solution provider.,2021,2007.0,"CSN Murthy, Atul Sharma",Stakeboat Capital
CoinSwitch Kuber,Crypto,Series C,260000000,Bangalore,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021,2017.0,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz"
Pazcare,Insurance,Seed,3500000,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,2020.0,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital"
kWh Bikes,Automotive,Seed,2000000,Bangalore,Building India’s strongest and smartest electric 2 wheelers,2021,2020.0,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital"
IBSFINtech,Information Technology & Services,Pre-series A,1000000,Bangalore,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2021,2006.0,"C M Grover, TM Manjunath",
LeadSquared,Computer Software,,0,Bangalore,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2021,2011.0,Nilesh Patel,International Finance Corporation
Phool.co,Renewables & Environment,,0,Kanpur,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2021,2017.0,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation"
Twin Health,"Health, Wellness & Fitness",Series C,140000000,Chennai,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2021,2018.0,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors"
Trica,Equity Management,Seed,3000000,Mumbai,Powering private markets - A technology platform for startups and investors.,2021,2021.0,Nimesh Kampani,LetsVenture
mHealth,"Health, Wellness & Fitness",Seed,0,New Delhi,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2021,2020.0,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator
Rebel Foods,Cloud kitchen,Series F,175000000,Mumbai,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2021,2011.0,"Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority
ProfitWheel,Marketing & Advertising,Seed,3000000,Mumbai,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2021,2020.0,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani"
Log 9 Materials,Nanotechnology,,2000000,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021,2014.0,Akshay Singhal,Petronas Ventures
Chingari,Entertainment,,19000000,Bangalore,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2021,2018.0,Sumit Ghosh,Solana
Ishitva,Computer Software,Pre-series A,1000000,Ahmedabad,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021,2018.0,Jitesh Dadlani,Inflection Point Ventures
Ola Electric,Automotive,,200000000,Bangalore,Sustainability for the future.,2021,2017.0,Bhavish Aggarwal,"Falcon Edge, Softbank"
leap.club,Community,Pre-series A,810000,Gurugram,A community-led professional network for women,2021,2014.0,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah"
F5,Retail,Pre-series A,600000,New Delhi,One-Stop Solution for Daily Workplace Needs,2021,2018.0,"Raghav Arora, Lalit Aggarwal",Auxano Capital
ForeignAdmits,Higher Education,Seed,400000,Bangalore,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2021,2018.0,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures
SALT,Financial Services,Pre-seed,500000,Bangalore,Salt is a neo-banking experience created to cater to international businesses.,2021,2019.0,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus"
EarnWealth,Financial Services,Pre-series A,500000,Pune,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2021,2014.0,Rajesh P Nair,
Visit Health,"Health, Wellness & Fitness",,7500000,New Delhi,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",2021,2015.0,"Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand",Docprime Technologies
Crater.Club,Media,Seed,700000,Bangalore,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",2021,2020.0,"Vignesh Prasad, Vivan Puri",LC Nueva AIF
NFTically,NFT,Seed,1000000,Gurugram,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",2021,2021.0,Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal"
ReshaMandi,B2B,Series A,30000000,Bangalore,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",2021,2020.0,Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal"
Zetwerk,Mechanical Or Industrial Engineering,,600000000,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,2018.0,Amrit Acharya,TradeCred
Hubilo,Software Startup,Series B,125000000,Ahmedabad,Hubilo is the leading hybrid event platform built for engagement and event excellence.,2021,2020.0,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital
M2P Fintech,Financial Services,Series C,35000000,Chennai,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",2021,2015.0,Madhusudanan R,Tiger Global
Open Financial Technologies,Financial Services,Series C,90000000,Bangalore,Open is Asia’s first neobanking platform for SMEs and startups.,2021,2017.0,Anish Achuthan,"Temasek, Google, SBI Investment"
Niro,Financial Services,Seed,3500000,Bangalore,Embedding personal credit products into leading consumer internet platforms.,2021,2021.0,"Aditya Kumar, Sankalp Mathur",Elevar Equity
Wiingy,E-learning,,400000,Bangalore,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,2021,2021.0,Asit Biswal,Aroa Ventures
CarDekho,Automotive,Series E,250000000,Jaipur,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,2021,2008.0,"Amit Jain, Anurag Jain",
Melorra,D2C jewellery,,24000000,Bangalore,A company that styles jewellery for the contemporary wardrobe.,2021,2015.0,Saroja Yeramili,"9Unicorns, Symphony International Holdings Limited, Value Quest"
AnKa SumMor,Sales and Distribution,Pre-series A,1000000,Bangalore,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",2021,2017.0,"Rajiv Joshi, Ashok George",Inflection Point Ventures
Toch.ai,SaaS,Series A,11000000,Mumbai,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",2021,2016.0,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",
Playto Labs,E-learning,Seed,500000,Bangalore,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,2021,2021.0,Pavan Ponnaganti,Inflection Point Ventures
Fraazo,Food & Beverages,Series B,50000000,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,2020.0,"Atul Kumar, Aashish Krishnatre",WestBridge Capital
Arcana,Information Technology & Services,,2300000,Bangalore,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2021,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia"
FloCareer,Information Services,Series A,5700000,Bangalore,"The Best Skills Validation Platform that provides ""Interview As-A-Service""​.",2021,2018.0,"Mohit Jain,  Mehul Bhatt",Data Point Capital
Nap Chief,Apparel & Fashion,Seed,200000,Mumbai,India's favourite Kid's wear and Family Sleepwear D2C Brand,2021,2019.0,Raghav Gupta,Titan Capital
AcknoLedger,Crypto,Seed,1500000,Mumbai,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,2021,2021.0,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital"
ApplicateAI,Information Technology & Services,Series A,30000000,Gurugram,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",2021,2014.0,"Madhusudan Atmakuri, Ranjeet Kumar",
VLCC Health Care,"Health, Wellness & Fitness",,4000000,Gurugram,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,2021,1989.0,Vandana Luthra,
Duroflex,Furniture,,60000000,Bangalore,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",2021,1963.0,P. C. Mathew,Norwest Venture Partners
Aviom India,Financial Services,Series C,8000000,Bhilwara,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,2021,2016.0,Kajal Ilmi,Sabre Partners
Onato,Computer Software,,2200000,Bangalore,A startup solving inefficiencies in the agri supply chain,2021,2021.0,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore"
Mestastop Solutions,Biotechnology,,100000,Bangalore,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2021,2018.0,Dr Arnab Roy Chowdhury,CIIE.CO
SaaS Labs,SaaS,Series A,17000000,Noida,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2021,2016.0,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures"
Devnagri,Translation & Localization,Seed,600000,Noida,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",2021,2017.0,"Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV"
CRED,Finance,Series E,250000000,Bangalore,CRED is a credit card payment platform that rewards users with points for paying their bills.,2021,2018.0,Kunal Shah,"Tiger Global, Falcon Edge"
ConveGenius,Education Management,Pre-seed,5000000,Noida,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,2021,2013.0,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital"
Totality,Entertainment,,1000000,Gurugram,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",2021,2017.0,Anshul Rustaggi,"Leo Capital, Mayfield Fund"
CredAble,Financial Services,Series B,30000000,Mumbai,CredAble provides liquidity programs for enterprise supply chains.,2021,2017.0,Nirav Choksi,"Plutus Wealth, Oaks Asset Management"
MarketWolf,Financial Services,Seed,5500000,Mumbai,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",2021,2017.0,"Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen"
Wondrlab,Marketing & Advertising,Pre-series A,7000000,Mumbai,India's largest platform-first martech startup,2021,2020.0,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings"
SUN Mobility,Automotive,,50000000,Bangalore,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2021,2017.0,Chetan Maini,Vitol
Tamasha,Entertainment,Pre-series A,3000000,Mumbai,"Tamasha, the next-generation interactive entertainment platform.",2021,2020.0,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures
Revfin,Financial Services,Pre-series A,4000000,New Delhi,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",2021,2017.0,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria"
Yu Foodlabs,Food & Beverages,Pre-series A,1000000,Gurugram,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,2021,2020.0,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil"
MergerDomo,Investment Banking,,500000,New Delhi,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,2021,2018.0,Hormazd Charna,Nadir B Godrej
FarMart,Farming,Series A,10000000,Gurugram,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,2021,2015.0,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India
Questt,EdTech,Series A,6750000,Gurugram,Questt is a Free online homework app that lets teachers assign gamified homework to students.,2021,2020.0,"Akhil, Mohsin M, Rohit Pande",Celesta Capital
IDfy,Information Technology & Services,Series D,10000000,Mumbai,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,2021,2011.0,Ashok Hariharan,"TransUnion, Blume Ventures"
ClearDekho,Retail,Pre-series A,4000000,Ghaziabad,ClearDekho is India’s Leading Affordable Eyewear Brand.,2021,2016.0,"Saurabh Dayal, Shivi Singh",Aroa Ventures
BookingJini,Hospitality,Pre-series A,1200000,Gurugram,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,2021,2017.0,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network
Sourcewiz,Information Technology & Services,Seed,3000000,Gurugram,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,2021,2021.0,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation"
Tvasta,Mechanical Or Industrial Engineering,,400000,Chennai,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,2021,2016.0,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International
Kafqa Academy,E-learning,Seed,1300000,Bangalore,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",2021,2021.0,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital"
Trell,Social commerce,,100000000,Bangalore,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,2021,2016.0,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon
Storia,Food & Beverages,Series A,6000000,Mumbai,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",2021,2016.0,Vishal Shah,Sixth Sense Ventures
Clear,Computer Software,Series C,75000000,Bangalore,India’s leading FinTech SaaS platform,2021,2011.0,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital"
Groww,Finance,Series E,250000000,Bangalore,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,2021,2016.0,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth
The Indus Valley,Consumer Goods,,1100000,Chennai,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,2021,2016.0,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels"
